Text,Class
എന്തൊക്കെ പറഞ്ഞാലും നിങ്ങൾ രണ്ടും അടിപൊളി ആയിരുന്നു.... ഒരു ബിഗ്‌ബോസ് പ്രേമി അല്ലാത്ത ഞന് വരെ നിങ്ങളുടെ സ്നേഹം റെസ്‌പെക്ട് ഒക്കെ കണ്ടു നിങ്ങളെ ഇഷ്ട്ട പെട്ടതാണ്. നല്ല ഓർമ്മകൾ നന്ദി.... ബാക്കി ഒക്കെ നിങ്ങളുടെ ജീവിതം ആണ് നിങ്ങളുടെ തീരുമാനങ്ങളും ആണ്.ഒരു വാക്ക് കൊണ്ട് ആാാ നിങ്ങൾ തമ്മിൽ ഉള്ള ആ സൗഹൃദം മുറിയാതെ കാത്തു സൂക്ഷിക്കു..,Non-abusive
നീ ആ ട്രോഫി ആർക്കേലും കൊടുത്തിട്ട് ആ പൈസ വല്ല അനാഥാലയത്തിനും കൊടുക്ക്.... എല്ലാ തെറി യും നിക്കും........അപ്പോൾ നിനക്ക് മറ്റൊരാളുടെ ഔദാര്യം എന്ന പേര് മാറിക്കിട്ടും.... അല്ലാത്ത പക്ഷം ആൾകാർ ക്ക് വെറുപ്പ് മാറില്ല,Abusive
അപ്പോഴതിൽ ഇംഗ്ലീഷ് ഗ്രാമർ മിസ്റ്റേക്കും ഉണ്ടോ? എന്തുണ്ടെങ്കിലും കാരണഭൂതൻ കനിഞ്ഞാൽ  ലക്ഷം എന്ന ലക്ഷ്യം എത്ര നിഷ്പ്രയാസം.,Non-abusive
നാണവും മാനവും ഇല്ലാത്ത കൂതറ ഡോക്ടർ കൊടുത്ത ദാനം ആണ് ആ ട്രോഫി അത് ഇവൾ നല്ലോണം യൂസ് ചെയ്തു ഒരു ചന്തപെണ്ണിനെ പോലെ,Abusive
2 പേരും നല്ല സുന്ദരികൾ ആണ് പക്ഷേ അവരുടെ പെരുമാറ്റം ആണ് അവരോടുള്ള ഇഷ്ടക്കേടിന് കാരണം  കാശ് കിട്ടുമ്പോ എന്തും ചെയ്യും എന്ന മനോഭാവവും,Non-abusive
ദിൽഷ നുണ പറയരുത് ഡോക്ടർ മാത്രം നിനക്ക് സപ്പോർട്ട് ചെയ്തുള്ളു നിനക്ക് നല്ലത് വരട്ടെ,Non-abusive
ജോസഫെ കുട്ടിക്ക് ഇംഗ്ലീഷ് അറിയത്തില്ല കേട്ടോ,Non-abusive
"""ആനുഷങ്കികമായ അനിവാ ര്യമായ വാഴക്കുല, തേങ്ങാ ക്കൊല,മാങ്ങാ തൊലിക്കട്ടി""",Non-abusive
ചങ്ങപ്പുഴയുടെ മാമ്പഴം വൈലോപ്പള്ളിയുട വാഴക്കുല ചിന്ത യുടെ പൂവൻ പഴം പിണറായി യുടെ പറങ്ങാണ്ടി,Non-abusive
മൊത്തത്തിൽ നോക്കിയാൽ കേരളം ഭരിക്കുന്നവരിൽ വിവരം ഉള്ള ഒന്നും ഇല്ലെ.,Non-abusive
കിളവിയായി ഇനിയും സമയം വേണോലും ആരാണെന്നാ വിചാരം എത്ര മൈക്കപ്പ് ഇട്ടാലും കയ്യും മുഖവും വയസ്സ് കാണിക്കുന്നുണ്ട് സൂരജിന്റെ ആരാ ഒന്ന് പറയാമോ 50 ലക്ഷം വാങ്ങിയ കുരുട്ടു ബുദ്ധി,Abusive
മികച്ച  അഭിനയം  കാഴ്ച  വെച്ച  ജസ്‌ല  മാടശേരിക്  അഭിനന്ദനങ്ങൾ  ഓസ്കാർ  അവാർഡ്  ലോറി  കേറി  വരുന്നുണ്ട്,Abusive
"""കേരളത്തിലെ ഒരു കോളേജിലും, അടുത്ത കാലത്തൊന്നും, ഒരു ഇംഗ്ലീഷ് അധ്യാപകനും ചരമം അടയല്ലേ എന്ന് നമുക്ക് പ്രാർത്ഥിക്കാം....""",Non-abusive
നിന്റെ ദേഷ്യം സ്വഭാവത്തിന് നിന്നെ കെട്ടാത്തത് തന്നെ ഭാഗ്യമായി മുന്നക്ക്. അയാളുടെ വീട്ടുകാർ അടിയും തന്ന് വിട്ടേനെ,Abusive
പണ്ട് കാണാൻ കുറച്ചു ഭാഗി ഉണ്ടായിരുന്നു. ഇപ്പോ വെള്ള പാണ്ട് പോലെ ആയി,Abusive
ഈ ചാവാലി സാധനത്തിന്റെ വീഡിയോ വേണ്ടാരുന്നു,Abusive
ഈ പുന്നാരമോളെ മോന്ത കാണുമ്പൊ എനിക്ക് വളി വരും !!,Abusive
മീൻകാരി   ഭയങ്കര മീൻ നാറ്റം തൂഫ്,Abusive
മസൂ നിനക്ക് തെറ്റി നീ നിൻറെ മോനെ പറഞ്ഞു ബഷീർ മക്കളെ എല്ലാരും പറഞ്ഞു ഇഷ്ടമാണെന്ന് അവിടെ കാണിച്ചു നീ നിൻറെ സ്വഭാവം,Abusive
ഈ ശവത്തിനെ കാണുന്നതേ അറപ്പാണ്.. വെറും ചെറ്റ ചീപ്പീയേം അടിമ,Abusive
ദിലു നിന്നെ മനസിലാക്കി  കൂടെ  നിക്കുന്ന ഒരുപാട് പേര് ഉണ്ട് ഇപ്പോഴും,Non-abusive
ഇവളെ ഒക്കെ ഇന്ററിവുയൂവിന് വിളിക്കുന്നതിലും നല്ലത് നമ്മളെ ഒക്കെ വിളിക്കായിരുന്നു,Non-abusive
റോബിനെ നല്ല തേപ്പ് തേച്ചില്ലേ.. വേണ്ടായിരുന്നു.. . നാട്ടുകാരി,Abusive
ഈ  പെണ്ണിന് അല്പം വട്ട് ഉണ്ടെന്നു തോന്നുന്നു,Abusive
ഇതൊക്കെ ആരാന്നാ വിചാരം - ചോദിക്കുന്നവളും കൊള്ളാം - പറയുന്നവളും കൊള്ളാം അന്തൻ കമ്മി ക ൾ - ചാമ്പക്കദരിദ്രവാസിക തിന്ന് തിന്ന് അന്തം പോയി,Abusive
സെലിബ്രിറ്റികളെ മാത്രം ചെയ്യുള്ളൂ എന്ന് പറഞ്ഞഇട്ട്  ഇതിപ്പോൾ,Non-abusive
ഈ നാറിയുടെ   ഇന്റർവ്യൂ എടുക്കാൻ നിങ്ങള്ക്ക് ലജ്ജയില്ലേ  സുഹൃത്തേ  ഇവളെ  പെൺ വർഗ്ഗത്തിൽ  കൂട്ടൻ പറ്റുമോ,Abusive
ആൺമക്കൾക്ക് അച്ഛനെക്കാൾ കൂടുതൽ ഇഷ്ട്ടം അമ്മയെയാണ്. പെണ്മക്കൾക്ക്‌ തിരിച്ചും അത്തരം ഒരു സമൂഹത്തിൽ ജസ്‌ലയെ പോലുള്ളവർ വിപ്ലവം ഉണ്ടാക്കട്ടെ... എല്ലാ വിധ ആശംസകളും...,Non-abusive
അവളെ കൊല്ലാമായിരുന്നില്ലേ അനൂപ്  ഇമ്മാതിരി കൂറകളെ വിളിച്ച് നമ്മുടെ പരിപാടിയുടെ റേറ്റിങ് കുറക്കരുത്,Abusive
ഇതു പബ്ലിസിറ്റി യാണു. കൊച്ചിനെയും ഇവൾ കള്ളം പഠിപ്പിക്കാതിരുന്നാൽ മതി.,Abusive
ബിഗ്ബോസിൽ നിന്നും ഒരു തെണ്ടിത്തരം പെണ്ണ് പോയി എന്ന സന്തോഷം,Abusive
നിങ്ങൾ റോബിനെ അധിക്ഷേപിക്കുന്ന കാര്യത്തിൽ മാത്രമേ ഇടപെട്ടിട്ടുള്ളു,Non-abusive
ഇവൾക്ക് മാത്രമല്ല. എല്ലാ അമ്മമാരും കൂട്ടികളെ കൊണ്ടുവരട്ടെ ഇവൾക്ക് മാത്രം കൊമ്പുണ്ടോ .,Abusive
ഇവൾ സ്ത്രീകൾക് എന്താണ് ചെയുന്നദ് ദ്രോഹം ആണ്.,Abusive
താങ്കളെ ഞാൻ ബോംബെ അധോലോകത്തേക്ക് ക്ഷണിക്കുകയാണ്,Non-abusive
ഇവക്ക് വെല്ല വട്ടുമുണ്ടോ??  ഇവളൊക്കെ ഏത് നൂറ്റാണ്ടിലാ ജീവിക്കുന്നത്.,Abusive
മോശം കാണിക്കുന്നവറോട് ആൾക്കാർ മോശം ആയി സംസാരിക്കും അത് സാധാരണ ആണ്,Non-abusive
ഇതിന്റെയൊക്കെ ഇടയിൽ കഴിയുന്ന ആ പാവം കുഞ്ഞു മോന്റെ അവസ്ഥ,Abusive
എ വി ടെ പ് ടി ച്ചു,Non-abusive
തൊഴിലാളി വർഗ്ഗ സമൂഹം കുടിലിൽ കിടക്കാൻ പോലും നിവർത്തി ഇല്ലത്തവർ വോട്ട് ചെയ്തു വിജയിപ്പിച്ച അവരുടെ പ്രിയ സഖാവ് രണ്ടു വർഷം ഫോർ സ്റ്റാർ ഹോട്ടലിൽ താമസിച്ചു തൊഴിലാളികളുടെ ദുഃഖം പഠിച്ചു....ഗംഭീരം...സിപിഎം സിന്ദാബാദ്....ശമ്പള കുടിശ്ശിക ചോദിച്ചത് ഹോട്ടെലിലെ ബിൽ അടയ്ക്കാൻ ആയിരിക്കും.,Non-abusive
രണ്ടുപേരിൽ പേടിയുള്ള ആരെന്ന് ചോദിച്ചപ്പോൾ സോനു അത്രേ.. കോപ്പ് ഇവനു പേടിയുണ്ടായിരുന്നെങ്കിൽ ഇവൻ വേറെ ഒരുത്തിയെ  വീട്ടിൽ കൊണ്ടുവരുമായിരുന്നോ,Non-abusive
റോബിൻ.. പ്രായഭേദമന്യേ പ്രേക്ഷകരുടെ ഹൃദയത്തിൽ കയറി പറ്റിയ ആൾ..,Non-abusive
റോബിൻ ഫാൻസ്‌ നിങ്ങളെ ഒരിക്കലും വെറുത്തിട്ടില്ല,Non-abusive
നായന്മാരെ പോരിശ നില നിർത്തുന്ന മുത്തു മണികൾ,Non-abusive
അങ്ങനെ എങ്കിൽ തെലുങ്ക് നടൻ ബാലകൃഷ്ണയുടെ അവസ്ഥ,Non-abusive
കുഞ്ഞിനെ കൊണ്ടു വന്നത് ഫോട്ടോ ഷൂട്ടിന് വേണ്ടി,Abusive
നിങ്ങൾ പണ്ടേ വിവരക്കേടാണ്. ബോധം ഇല്ലായ്മ കാണിക്കാതെ സ്ത്രീ. മറ്റുള്ളവരുടെ കിഡ്ണി കളയിപ്പിച്ചിട്ടുവേണോ നിന്റെ കഞ്ഞി കുടിക്കൽ.,Abusive
ഇന്റർവ്യൂ നടത്തുന്ന ഈ മേടം നല്ലൊരു അവതാരികയാണ് ചാനലും ഒരു ടിപ്പറിൽ പട്ടിക്കാട്ടം കൊണ്ടുവന്ന അതിൽ ചാറ്റൽ മഴയും പെയ്യിപ്പിച്ച് സുഗന്ധം പരത്തി ഉഷാറാക്കിയ നിങ്ങൾക്ക് നടുവിരൽ നമസ്കാരം,Abusive
